1	0.12382622	0.025791911	0.57380742	1752	1977	0.79505759	0.43441099	97872	0.9050687	0.88365513	0.66736782	3.0228572	3	4.0685716	13.662857	48.040001	24.297142	11.251429	44.902859	10.925714	0	-999	8.2014284	38.876572	0.48838857	35.919998	0.59337145	3220	0.46565714	0.22582857	3.6331429	14.657143	0.000140857	521.5	93	103.5	133	82	192.5	54	69.5	109	130	6	92.717537	10.825
2	0.39082855	0.072433561	0.30432516	2521	1979	0.90519398	0.61733419	116447	0.70583707	0.64101863	0.65131074	3.8148148	3	7	43.752293	47.752293	27.972477	38.715595	49.330276	47.027523	0	-999	8.1116514	38.311008	0.4860734	35.917431	0.59651375	5108.2568	0.40284404	0.25137615	0.93000001	9.3999996	7.57431E-05	426	202	148	211	205	248	197	143	215	211	6	97.071045	10.7
3	0.58367711	0.010044843	0.20143498	1581	1954	0.9025473	0.6041131	132216	0.69734466	0.52766609	0.68440366	3.9404256	3.1063831	6.9446807	23.304722	46.107296	23.759657	15.781116	46.356224	20.957081	0	-999	8.0904255	37.888935	0.45437446	34.842552	0.57157445	4455.3193	0.53923404	0.2499149	0.50289363	8.5574465	2.99617E-05	122	96	120	103	122	68	218	60	116	105	3	103.02617	10.7
4	0.48952931	0.059173871	0.21344861	1439	1970	0.93436003	0.63292098	103285	0.69418383	0.60618424	0.66555315	4	3	7	34.178345	47.815285	23.458599	23.974522	47.649681	37.566879	0	-999	8.1140509	38.165192	0.47582912	35.417721	0.58955693	4087.9746	0.45322785	0.22367088	0.79512656	9.5018988	6.81456E-05	558	230	166	246	203	361	114	185	237	245	3	98.817078	10.766666
5	0.37104309	0.066683963	0.33938766	2144	2001	0.86025238	0.62839115	88333	0.6151256	0.60814923	0.52469534	3	3	7	45.787235	47.914894	33.744682	37.531914	49.106384	48.361702	0	-999	8.1129789	38.727661	0.51274467	36.340427	0.60829788	6442.5532	0.41382977	0.36361703	1.3251064	8.6957445	8.30851E-05	448	438	188	389	540	602	501	564	553	410	6	94.44809	10.65
6	0.26089829	0.066930868	0.42888597	1573	1981	0.84723395	0.45998314	75069	0.91992474	0.38807914	0.37624052	3	3	4.1388888	25.75	48.185184	25.416666	25.129629	47.314816	25.851852	0	-999	8.1885185	38.884258	0.50462961	36.129631	0.60777777	3184.2593	0.47768518	0.26851851	2.9000001	13.37037	0.000140185	360	140.66667	111.66666	154.33333	175.66667	189	220.66667	160.33333	183.66667	158	9	91.71946	10.8
7	0.20099032	0.037137069	0.57911319	1446	1939	0.73577631	0.32561877	74911	0.10287354	0.96454751	0.96502769	2.9366198	3	4	27.084507	47.584507	31.253521	27.549295	47.887325	31.514084	0	-999	8.1745071	39.119717	0.49846479	35.633804	0.58007044	2889.4365	0.51232392	0.32049295	2.7823944	11.042957	0.000161056	425	11	118	69	89	128	25	141	94	73	3	87.57338	10.75
8	0.27444795	0.029762721	0.47099164	1567	1946	0.74917024	0.41512564	60216	0.57780802	0.50032306	0.80655402	3.0988371	3	6.0058141	42.343021	48.290699	32.488373	42.680233	49.796513	45.005814	0	-999	8.1192446	39.19651	0.52429068	36.267441	0.59674418	6431.3955	0.48360464	0.56377906	1.8569767	8.2831392	0.000120471	382	56.333332	134.33333	101.33334	85.666664	137.66667	18.333334	21.333334	92	99.666664	9	87.010239	10.6
9	0.15048447	0.00968954	0.82024914	1654	1948	0.5815143	0.22237381	47639	0.69242412	0.33584747	0.50930738	3.5221238	5.283186	7	32.575222	44.796459	27.477877	20	45.398232	42.504425	0	-999	8.0830975	39.043362	0.52245134	36.778763	0.60902655	7573.4512	0.48699114	0.5643363	1.4964602	7.6575222	9.07257E-05	797	228	176	268	244.5	348	225	186	270	268	6	90.975334	10.55
10	0.37882608	0.012603529	0.4778538	1854	1939	0.81155717	0.395551	115458	0.87541938	0.80597836	0.83694178	4.497076	4.877193	7	19.273256	48.575581	25.197674	9.8255816	47.145348	21.936047	0	-999	8.039012	38.724419	0.49388954	35.848839	0.59488374	6448.8374	0.4902907	0.4083721	0.90110463	6.447093	6.43663E-05	256	94	133	116	104	137	104	85	112	116	3	93.826866	10.4
