1	0.64391875	0.17961064	0.079966508	709	1939	0.92374545	0.56013459	46127	0.11436345	0.11864749	0.11455751	2.5893893	2.4417257	2.1459203	17.780703	43.964912	10.614035	6.9210525	36.649124	7.3070173	0	-999	9.5737724	45.199123	0.56241226	25.017544	0.33929825	756.4035	0.72070175	0.022149123	1.9692982	5.7210526	0.015452455	452	168	222	204	107	555	108	204	230	207	3	12914.967	10.333333
2	0.46762887	0.22556701	0.29402062	561	1939	0.78197825	0.29259452	17782	0.70368922	0.7161808	0.67900443	2.589	2.441	2.1429999	21.741936	41.903225	10.129032	5.6451612	37.387096	10.516129	0	-999	9.6269846	44.946033	0.68952382	26	0.36507937	966.50793	0.79587305	0.023	2.4396825	6.2746034	0.48285714	336	180	236	205	169	677	116	296	303	218	6	13965.858	10.4
3	0.49214861	0.25392571	0.20834929	684	1939	0.7513572	0.31270358	35972	0.34209329	0.34594795	0.32282063	2.589	2.441	2.1429999	31.945206	48.547947	30.671232	11.712329	47.232876	11.767123	0	-999	9.65137	44.841095	0.75209588	26.657534	0.38287669	1393.1506	0.8189041	0.023	2.9232876	7.2136989	0.83246577	426	156	359	221	212	688	227	483	345	237	3	16880.693	10.066667
4	0.38999999	0.15772727	0.39545456	738	1939	0.7354421	0.178289	27220	0.93816525	0.94520509	0.061276868	2.589	2.441	2.1429999	41.254547	49.981819	38.090908	16.218182	45.69091	12.309091	0	-999	9.7007275	44.654545	0.84583634	27.50909	0.41254544	3018.1819	0.79309088	0.023054546	4.4181819	9.9636364	2.100909	596	241	395	303	249	1013	162	560	451	323	3	23982.227	9.8500004
5	0.63398546	0.18380345	0.14786169	518	1956	0.74546015	0.16959064	25953	0.056527372	0.96017194	0.10290775	2.589	2.441	2.1429999	6.9210525	18.517544	5.2982454	3.5087719	13.27193	3.9122808	0	-999	9.7214785	44.233044	0.67133915	26	0.38269565	1213.4783	0.69704348	0.025895653	3.4513044	9.366087	0.54330432	49	56	133	71	46	39	193	20	58	69	3	27782.605	9.8666668
6	0.82352942	0.041592393	0.09150327	1078	1970	0.92118961	0.35018587	58403	0.043615557	0.96839213	0.90369439	2.589	2.441	2.1429999	3.5178571	8.8928576	3.7678571	2.7142856	9.8035717	3.0357144	0.4107143	-999	9.7233334	44.196491	0.65473682	26	0.37807018	1596.4912	0.60175437	0.02608772	3.2771931	9.3210526	0.86210525	82	216	161	193	54	101	279	55	89	179	3	34472.441	10
7	0.4936533	0.47064656	0.006545022	736	1945	0.90271938	0.32940847	32176	0.88211888	0.14282	0.85140043	2.589	2.441	2.1429999	13.606742	28.797752	7.252809	1.5617977	20.561798	6.3370786	1.3483146	-999	9.3190002	47.027222	0.53156668	25.505556	0.34427777	645.16669	0.75766665	0.032566667	1.4883333	5.355	0.026488889	221	60	229	108	83	315	65	154	145	113	3	15348.517	10
8	0.11182337	0.80056977	0.022079771	666	1977	0.75054228	0.27114967	30921	0.90841967	0.68191355	0.9053666	2.589	2.441	2.1429999	10.555555	48.925926	11.592592	12.333333	27.814816	17.25926	0	-999	9.6407404	45.185184	0.85959262	32.703705	0.42333332	629.62964	0.61296296	0.024148148	1.5259259	11.333333	0.000346556	508	270	370	311	304	1124	340	675	534	340	6	36706.578	9.8000002
9	0.016722407	0.97993308	0	648	1939	0.78917909	0.13152985	21000	0.18836935	0.15250571	0.14292122	2.589	2.441	2.1429999	6.4181819	34.545456	8.7636366	4.8909092	35.527271	6.5454545	0	-999	9.6917858	44.896431	0.65983927	27	0.37946427	395.53571	0.79839289	0.024	1.0775	6.3464284	0	483	144	455	236	335	1063	349	886	540	276	3	15642.259	7.1666665
10	0.36121672	0.55809039	0.021546261	812	1944	0.89789963	0.58109683	32462	0.86268198	0.72444403	0.70587134	3.9613426	5.902493	4.9217262	6.7972975	32.783783	8.2162161	5.2567568	32.905407	7.2702703	0	-999	9.6805477	44.946575	0.64560276	27	0.37232876	420.41095	0.82369864	0.024	0.83561647	5.161644	0	625	167	235	221	88	696	22	211	247	225	3	14084.368	7.2666669
11	0.81271005	0.061106019	0.067827679	584	1939	0.89305669	0.34756583	53750	0.95638764	0.96742636	0.95524532	2.589	2.441	2.1429999	8.7403851	40.240383	4.2884617	8.5769234	31.201923	4.7884617	0	-999	9.4515095	45.031132	0.66950941	25.028301	0.36094341	802.54718	0.7814151	0.023500001	1.254717	4.1150942	0.029820755	385	182	160	196	51	529	88	161	185	194	3	9655.6748	8.6999998
12	0.9473837	0.002616279	0.026744187	670	1953	0.97870564	0.64718163	85000	0.046274699	0.054368231	0.034663666	7.7997856	9	9	5.8837209	16.806202	4.9844961	4.2170544	11.581395	2.6976745	3.7054265	-999	9.1701546	46.234108	0.39505425	22.992249	0.2999225	401.70541	0.66713178	0.02	0.40015504	1.3294574	0	28	42	113	55	3	95	5	50	29	52	3	4066.2773	10.5
13	0.5280025	0.3098942	0.046981953	1401	1965	0.96785712	0.56507939	82955	0.64197242	0.66870844	0.60998958	0.33734939	8.7469883	7.7469878	4.2771087	21.084337	7.0120482	5.0963855	26.433735	6.2771087	0.31325302	-999	9.593133	45.268673	0.48213252	25.048193	0.33759037	648.07227	0.4966265	0.026144579	0.25325301	1.8313253	0.000372458	92	254	95	208	65	131	32	68	80	191	3	8693.3281	7.5
14	0.871553	0.041606192	0.020803096	2079	1958	0.94992638	0.73490429	106635	0.018653305	0.057584725	0.029375575	8.7096777	8.9879036	7.9879999	5.2480001	25.312	8.4960003	4.5440001	32.040001	2.832	0.32800001	-999	9.5514402	45.559998	0.49120799	25	0.33976001	456.07999	0.58271998	0.027584001	0.14088	0.45543998	2.13056E-05	11.25	70	79.75	66.75	17	16	11.5	6	16.25	60.25	12	8985.9805	7.4000001
